pair_ID	sentence_A	sentence_B	relatedness_score	SemEval_set
35	Uma mulher está usando um capacete azul e está andando de bicicleta em um estacionamento	O ciclista não está andando em uma rua da cidade	3.3	TRAIN
36	O macaco está sendo treinado em artes marciais	O macaco está praticando artes marciais	4.3	TRAIN
37	O avião, que é sul-africano, está voando em um céu azul	Um avião está voando pelo ar	4.5	TRAIN
38	Um cachorro está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	Um animal está pulando em uma bola de futebol azul brilhante em um campo de folhas secas	4.4	TRAIN
39	Uma senhora está parada perto de três crianças	Uma mulher está de pé perto de três crianças	4.9	TRAIN
40	Um cachorro está correndo atrás de uma bola na grama	O cachorro está perseguindo uma bola na grama	4.7	TRAIN
41	Um cervo selvagem está pulando uma cerca	O cervo está pulando sobre uma cerca	4.5	TRAIN
42	Um menino pequeno está sentado num túnel verde com um sorriso em seu rosto	Um menino, que é pequeno, está sentado em um túnel verde com um sorriso em seu rosto	4.8	TRAIN
43	A senhora de idade está esperando ansiosamente na calçada	A senhora de idade está esperando na calçada	4.7	TRAIN
44	Uma menina está praticando o piano	Uma menina está tocando o piano	4.5	TRAIN
45	Uma mulher está adicionando ingredientes em uma tigela grande	Uma mulher está adicionando ingredientes a uma tigela	4.6	TRAIN
46	O homem está dançando selvagemente	O homem está dançando	4.7	TRAIN
47	Uma mulher está fatiando uma berinjela	A mulher está cortando um vegetal	4.4	TRAIN
48	Um esquilo está insanamente girando em círculos	Um esquilo está correndo em círculos	4.45	TRAIN
49	Um homem está cortando uma placa de papel	Uma placa de papel está sendo cortada por um homem	5.0	TRAIN
50	A mulher está cortando alho em cubos	Uma mulher está fatiando alho	4.6	TRAIN
51	Dois companheiros de equipe estão levando um jogador de futebol com um uniforme vermelho e branco	Um jogador de futebol de uniforme vermelho e branco está sendo erguido por dois colegas de time	4.9	TRAIN
52	O sol está brilhando na face da menina que está com o vestido tingido de amarelo	O sol está brilhando no rosto da menina que está de vestido amarelo	4.8	TRAIN
53	Uma criança, que é jovem, está usando um casaco branco e jogando um jogo	Uma criança jovem está vestindo um casaco branco e jogando um jogo	4.9	TRAIN
54	O homem está tocando um violão acústico	Um homem está tocando o violão	4.6	TRAIN
55	Um cachorro castanho está pulando no ar	Um cachorro, que é castanho, está pulando no ar	4.9	TRAIN
56	Um homem está segurando um sapo descuidadamente	Um sapo está sendo segurado descuidadamente por um homem	4.8	TRAIN
57	A pessoa está fatiando um dente de alho em pedaços	Uma pessoa está fatiando um dente de alho em pedaços	4.9	TRAIN
58	A apresentação está sendo assistida por uma classe de estudantes	A apresentação está sendo assistida por uma turma de estudantes	4.8	TRAIN
59	Um homem está fatiando uma batata em pedaços	Um homem está cortando uma batata em pedaços	4.6	TRAIN
60	Um cachorro está empurrando uma criança pequena para uma poça de chuva	Um cachorro está empurrando uma criança pequena dentro de uma poça de chuva	4.9	TRAIN
61	Uma mulher está atirando em um alvo de prática	Uma mulher está disparando em um alvo de prática	4.8	TRAIN
62	Os meninos estão de pé na frente do carro, que está queimando	Os meninos estão de pé na frente do carro em chamas	5.0	TRAIN
63	Um carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	Um veículo de corrida branco está passando por uma poça	4.2	TRAIN
64	Um refrigerante está sendo aberto e tomado por uma mulher	Uma mulher está abrindo um refrigerante e o bebendo	4.8	TRAIN
65	Suco de laranja está sendo bebido por um homem que está andando em um dia ensolarado	Um homem está bebendo suco de laranja e caminhando	4.4	TRAIN
66	A mulher está espremendo suco de um limão	Uma mulher está espremendo um limão	4.9	TRAIN
67	O homem está usando uma marreta para quebrar um bloco de concreto que está sobre outra pessoa	Um homem está quebrando uma laje de concreto com uma marreta	4.4	TRAIN
68	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	Um cachorro, que é preto, está correndo na grama	4.3	TRAIN
69	Um homem solitário está em um estacionamento e está jogando tênis contra um grande muro	Um homem está em um estacionamento e está jogando tênis contra uma grande parede	4.7	TRAIN
70	Uma montanha está sendo escalada por dois homens	Os homens estão escalando uma montanha	4.7	TRAIN
71	Uma criança jovem está correndo lá fora sobre algumas folhas caídas	Uma criança jovem está correndo ao ar livre sobre as folhas caídas	4.6	TRAIN
72	Uma criança jovem está correndo por uma estrada feita de cascalho coberta de folhas mortas	Uma criança jovem está correndo por uma estrada de cascalho que está coberta com folhas mortas	4.8	TRAIN
73	A pessoa está escrevendo com um lápis	Uma pessoa está anotando algo com um lápis	4.9	TRAIN
74	Um homem está mergulhando em uma piscina	Um homem está mergulhando na água	4.5	TRAIN
75	Um homem está fazendo um truque de skate em uma varanda ao ar livre	Um homem está fazendo um truque com um skate	4.5	TRAIN
76	Uma mulher está vestindo um casaco longo e preto e um chapéu marrom e está caminhando por um parque com um monte de árvores florescendo	Uma mulher que está vestindo uma longa jaqueta preta e um chapéu marrom está andando através de um parque com muitas árvores florescendo	4.7	TRAIN
77	Um skatista está fazendo truques em uma pista	Um homem está andando de skate em uma pista	4.4	TRAIN
78	Um homem sem-teto está segurando uma placa e está implorando piedosamente por dinheiro	Um homem sem-teto casa está segurando uma placa e implorando por dinheiro	4.9	TRAIN
79	Um panda que é fofo está deitado	Um panda fofo está ficando deitado	4.9	TRAIN
80	Os homens estão lutando com seus punhos em um ringue	Os homens estão lutando com os punhos em um ringue	4.8	TRAIN
81	Esse grupo de pessoas está praticando salvamento na água e usando coletes salva-vidas	Coletes salva-vidas estão sendo usados por um grupo de pessoas que está praticando salvamento na água	4.9	TRAIN
82	Um homem está tocando uma flauta	um homem está tocando a flauta	4.9	TRAIN
83	Um homem está fatiando um peixe	Um homem está cortando um peixe	4.7	TRAIN
84	A menina adolescente está usando miçangas que são vermelhas	Uma menina adolescente está usando miçangas que são vermelhas	5.0	TRAIN
85	Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando o obstáculo	Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando um obstáculo	4.7	TRAIN
86	Dois homens estão segurando varas de pesca e equipamentos de pesca	Dois homens estão segurando varas de pescar	4.3	TRAIN
87	Um homem está tocando um violão	Um homem está se apresentando com o violão	4.7	TRAIN
88	Um homem está dedilhando o violão	Um homem está tocando o violão	4.6	TRAIN
89	O homem está fatiando uma batata	O homem está fatiando a batata	5.0	TRAIN
90	Uma menina com cabelo vermelho e sobrancelhas vermelhas está conversando	Uma menina com cabelos vermelhos e sobrancelhas vermelhas está no meio de uma conversa	4.6	TRAIN
91	Um menino pequenino de camisa listrada está escorregando para fora de um tubo verde	Um menino pequeno de camisa listrada está escorregando para fora de um tubo verde	4.9	TRAIN
92	Uma menina está batucando as unhas	A menina está batucando suas unhas	4.9	TRAIN
93	Um bebê rinoceronte está andando em torno de uma jaula com sua mãe	Um rinoceronte, que é pequeno, está seguindo um rinoceronte adulto	4.2	TRAIN
94	Duas mulheres estão dançando e cantando em frente a muitas pessoas	Duas mulheres estão dançando e cantando na frente de uma multidão	4.7	TRAIN
95	Um homem está pensando	O homem está pensando	5.0	TRAIN
96	Um cachorro castanho e branco está pulando no ar com uma bola de tênis em sua boca	Um cachorro castanho e branco está pulando no ar com uma bola de tênis na boca	5.0	TRAIN
97	O campo verde para corrida de cavalos está completamente cheio de jóqueis	Os jóqueis estão correndo a cavalos no campo, que é completamente verde	4.0	TRAIN
98	Um jovem menino está cantando e tocando violão	Uma criança está cantando e tocando um violão	4.5	TRAIN
99	Uma mulher está de pé perto de três crianças	Uma senhora está parada perto de três crianças	4.9	TRAIN
100	Um cachorro com pelagem caramelo está pulando para cima e pegando uma bola de tênis	Um cachorro caramelo está pulando para cima e pegando uma bola de tênis	4.9	TRAIN
101	Um homem está montando um touro mecânico	O homem está montando um touro mecânico	4.8	TRAIN
102	Um texugo está cavando a terra astutamente	O texugo está cavando um buraco	4.2	TRAIN
103	A mulher está fritando uma costeleta de porco empanada	Uma mulher está cozinhando costeleta de porco empanada	4.7	TRAIN
104	Um cachorro está saltando em um trampolim	Um cachorro está pulando em um trampolim	5.0	TRAIN
105	Um homem toca um piano em um concerto	Um homem está tocando um piano	4.5	TRAIN
106	Um homem está descascando uma cebola	Um homem está removendo a pele de uma cebola	4.8	TRAIN
107	Um cachorro grande está subindo um morro íngreme	Um cachorro grande está escalando selvagemente um morro íngreme	4.5	TRAIN
108	Alguém está perfurando um buraco em um pedaço de madeira com uma furadeira	Um homem está fazendo um buraco em um pedaço de madeira	4.4	TRAIN
109	A mulher está adicionando queijo ao molho	A senhora está adicionando queijo ao molho	4.8	TRAIN
110	Um dublê de bicicleta está no ar perto de um corpo de água	Uma pessoa em uma bicicleta está no ar perto de um corpo de água	4.2	TRAIN
111	Uma jovem mulher está dançando	Uma menina jovem está dançando	4.7	TRAIN
112	Um cavalo está sendo montado por um homem	Um homem está andando a cavalo	4.8	TRAIN
113	O homem está despejando óleo em alguns tomates	O homem está despejando um pouco de óleo nos tomates	4.6	TRAIN
114	Uma mulher está descascando uma batata	Uma batata está sendo descascada por uma mulher	4.9	TRAIN
115	Um cachorro preto está pulando de uma pedra em uma lagoa	Um cachorro preto está pulando de uma doca dentro da água	4.6	TRAIN
116	Uma mulher está fritando alguma comida	Uma mulher está fritando comida	4.7	TRAIN
117	Uma garrafa está sendo lambida pelo gato	O gato está lambendo uma garrafa	4.9	TRAIN
118	Um homem sem camisa está conduzindo um cavalo que está puxando uma carroça	Um homem sem camisa está conduzindo uma carroça que está sendo puxada por um cavalo	4.6	TRAIN
119	Um homem está tocando uma flauta feita de bambu	O homem está tocando uma flauta	4.1	TRAIN
120	Um casal está sentado em um pátio e está encarando o oceano	Um casal está sentado em um pátio e olhando para o oceano	4.7	TRAIN
121	Uma menina de uniforme está tocando flauta com uma banda marcial	Uma menina de uniforme está tocando a flauta com uma banda	4.7	TRAIN
122	Um homem de terno está de pé em frente a um microfone e cantando	O homem no palco está cantando no microfone	4.3	TRAIN
123	Um homem está do lado de fora e está arremessando lâminas em um alvo próximo	Um homem está do lado de fora e está lançando lâminas em um alvo que está próximo	4.8	TRAIN
124	Um homem está lavando um grande bife	Um homem está lavando um grande pedaço de carne	4.6	TRAIN
125	Uma mulher está despejando ovos em uma frigideira	Uma mulher está despejando ovos em uma panela	4.8	TRAIN
126	Uma garota está andando a cavalo	Um cavalo está sendo cavalgado por uma menina	4.8	TRAIN
127	As pessoas estão andando de bote e remando	Algumas pessoas estão navegando e remando um bote	4.8	TRAIN
128	Algumas mulheres estão dançando alegremente	Algumas mulheres estão dançando	4.1	TRAIN
129	A mulher está cortando cebolas em cubos	A senhora está cortando cebolas em cubos	5.0	TRAIN
130	O homem está cantando com emoção e tocando violão	Um homem está tocando o violão	4.2	TRAIN
131	Uma mulher está mostrando um cachorro com pelo muito longo em uma exposição canina	Um cachorro com pelo muito longo está sendo exibido por uma mulher em uma exposição canina	5.0	TRAIN
132	Uma mulher está fritando comida	Alguns alimentos estão sendo fritos por uma mulher	4.5	TRAIN
133	Uma menina pequenina está dirigindo um carro de brinquedo	A pequenina menina está dirigindo o carro de brinquedo	4.9	TRAIN
134	Um homem está dobrando uma tortilha	Uma tortilha está sendo dobrada por uma pessoa	4.4	TRAIN
135	O gato está brincando com uma melancia	Este gato está brincando com uma melancia	5.0	TRAIN
136	Três mulheres estão sentadas juntas perto de paredes de tecido	Algumas mulheres estão sentadas juntas perto de paredes de tecidos	4.7	TRAIN
137	Uma vaqueira está montando um cavalo marrom e está dando a volta em um barril	Uma vaqueira está montando um cavalo e rodeando um barril	4.7	TRAIN
138	Homens estão serrando troncos	Homens estão serrando	4.3	TRAIN
139	Uma imagem está sendo desenhada por um homem	A pessoa está desenhando	4.1	TRAIN
140	Um menino está jogando um jogo com blocos feitos de madeira	Um menino está jogando um jogo com blocos de madeira	4.8	TRAIN
141	Um homem está lendo o e-mail	Alguém está verificando o e-mail	4.07	TRAIN
142	O homem cercado por fotógrafos está vestindo um terno cinza e óculos	O homem cercado de homens com uma câmera está vestindo um terno cinza e óculos	4.4	TRAIN
143	Uma menina em um uniforme, que é azul, está rapidamente levantando seu braço	Uma menina de uniforme, que é azul, está levantando seu braço	4.5	TRAIN
144	Alguma pessoa está de pé em um vasto campo de gelo glacial	A pessoa está de pé sobre o gelo branco	4.4	TRAIN
145	Um palhaço está cantando e pessoas estão dançando	Uma canção está sendo tocada por um palhaço	4.5	TRAIN
146	Um homem fazendo snowboard está pulando pelo ar	Um praticante de snowboard está pulando pelo ar	4.6	TRAIN
147	A batata está sendo descascada pela senhora	Uma mulher está descascando uma batata	4.8	TRAIN
148	Alguns peixes estão nadando rapidamente	Alguns peixes estão nadando	4.5	TRAIN
149	A mulher está fatiando alho	A mulher está picando alho	4.7	TRAIN
150	Um homem está vestindo uma jaqueta vermelha e de pé ao lado de uma canoa vermelha em algumas rochas com água ao fundo	Um homem está vestindo um casaco vermelho e parado ao lado de uma canoa amarela sobre pedregulhos com água ao fundo	4.9	TRAIN
151	Um menino está vestindo uma jaqueta amarela e está pulando de uma pedra	Uma criança está vestindo uma jaqueta amarela e está pulando de uma pedra	4.6	TRAIN
152	O praticante de snowboard está saltando sobre da neve branca	Uma pessoa que está praticando snowboard está pulando no ar	4.0	TRAIN
153	Um homem com um chapéu para trás está sentado no chão	Uma pessoa com um chapéu para trás está sentada no chão	4.6	TRAIN
154	Um bebê rinoceronte está andando em torno de uma jaula com sua mãe	Um bebê rinoceronte está seguindo um rinoceronte adulto	4.1	TRAIN
155	Uma lebre está brincando com um coelho de pelúcia	Um coelho está brincando com um coelho de pelúcia	4.5	TRAIN
156	Um menino está checando um calendário	O menino está checando um calendário	4.9	TRAIN
157	Um homem está dançando no teto	Uma pessoa está dançando no teto	4.5	TRAIN
158	Uma criança pequena está espirrando água dentro de uma piscina infantil azul	A criança está espirrando água em uma pequenina piscina azul	4.5	TRAIN
159	Os corredores estão competindo impetuosamente em torno da pista	Os corredores estão competindo em uma corrida	4.3	TRAIN
160	O cachorro está sendo levado para passear pela mulher	A mulher está passeando com o cachorro	4.8	TRAIN
161	Uma mulher está colocando dois ovos dentro de uma panela de água	Uma mulher está fervendo ovos	4.2	TRAIN
162	O homem está distraidamente comendo uma banana perto de uma árvore	Um homem está comendo uma banana	3.8	TRAIN
163	Uma mulher velha está dando um aperto de mão em um homem	Um homem e uma mulher estão dando um aperto de mãos	4.4	TRAIN
164	Um animal está mordendo o dedo de uma pessoa	Um animal está mordendo o dedo de alguém	5.0	TRAIN
165	Um cachorro está perseguindo uma bola na grama	O cachorro está perseguindo uma bola na grama	4.9	TRAIN
166	Dois homens e uma menina na frente de uma parede de madeira estão fazendo caretas engraçadas	Dois homens e uma menina em frente a uma parede de madeira estão posando com caras engraçadas	4.8	TRAIN
167	Um homem está passando manteiga em uma fatia de pão	Um homem está passando manteiga em um pedaço de pão	4.6	TRAIN
168	Uma menina está tocando uma flauta	Uma menina está tocando um instrumento de sopro	4.4	TRAIN
169	Um indivíduo está fervendo quiabo em uma panela	Alguém está fervendo quiabo em uma panela	4.8	TRAIN
170	O homem está polvilhando queijo na pizza	Queijo está sendo colocado em uma pizza por um homem	4.7	TRAIN
171	Alguém está tocando o violão	Alguém está tocando violão	4.8	TRAIN
172	Uma mulher está empanando uma costeleta de porco	Um cozinheiro está cobrindo uma costeleta de porco	4.3	TRAIN
173	O homem está desajeitadamente praticando kickboxing com um treinador	O homem está praticando kickboxing com um treinador	4.5	TRAIN
174	Um menino pequeno em roupas tingidas de vermelho está pulando no ar	Um menino pequeno de roupas vermelhas está pulando no ar	4.6	TRAIN
175	Uma mulher está batucando seus dedos nervosamente	Uma mulher está batucando seus dedos	4.6	TRAIN
176	O rosto de um homem está sendo pintado por uma mulher	Uma mulher está pintando o rosto de um homem	4.9	TRAIN
177	Um homem está agachado no arbusto e tirando uma fotografia	Um homem está agachado no arbusto e está tirando uma foto	4.92	TRAIN
178	Uma mulher está cortando batatas	Uma mulher está cortando as batatas	4.9	TRAIN
179	Um indivíduo está dobrando um pedaço de papel	Alguém está dobrando um pedaço de papel	5.0	TRAIN
180	Um jovem menino está cantando e tocando violão	O violão está sendo tocado por uma criança	4.4	TRAIN
181	Ovos estão sendo fervidos pela mulher	Uma mulher está fervendo ovos	4.9	TRAIN
182	A mulher está passando maquiagem no homem	O rosto de um homem está sendo pintado por uma mulher	4.5	TRAIN
183	O homem está operando cautelosamente uma máquina de taquigrafia	O homem está operando uma máquina de taquigrafria	4.5	TRAIN
184	O homem está de pé na água na base da cachoeira	Um homem está de pé na água na base de uma cachoeira	4.9	TRAIN
185	Um homem está aparando grama	Um cara está aparando o gramado	4.7	TRAIN
186	O homem de terno está de pé de frente para um microfone e cantando	O homem no palco está cantando no microfone	4.0	TRAIN
187	Duas crianças estão agachadas sob algumas barras metálicas	Duas crianças estão agachadas sob algumas barras feitas de metal	5.0	TRAIN
188	O vaqueiro de calça azul e vermelha está sendo arremessado por um cavalo	Um cavalo está arremessando o vaqueiro vestindo calça de cor azul e vermelha	4.9	TRAIN
189	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	Um cachorro, que tem pelagem preta, está correndo na grama e sua língua está saindo para fora da boca	4.8	TRAIN
190	Um homem está tocando teclado	Um músico está tocando um teclado	4.2	TRAIN
191	Uma mulher de idade está sentada em um banco e está vestindo uma jaqueta cinza e calça preta	A mulher está sentada em um banco e está usando uma jaqueta cinza e calça preta	4.4	TRAIN
192	Uma pessoa está cortando cogumelos com uma faca	Uma pessoa está cortando alguns cogumelos	4.8	TRAIN
193	O pássaro preto com um bico amarelo está parado na grama verde	Um pássaro preto com um bico amarelo está de pé na grama verde	5.0	TRAIN
194	Um homem está fatiando pão	Uma pessoa está fatiando um pedaço de pão	4.4	TRAIN
195	As crianças de uma família estão brincando pacientemente e esperando	As crianças da família estão brincando e aguardando	4.5	TRAIN
196	Uma pessoa está descascando uma banana	Uma banana está sendo descascada por uma pessoa	4.9	TRAIN
197	Dois homens estão lutando	Dois homens estão batalhando	4.8	TRAIN
198	Um pequeno cachorro preto está perseguindo um pequeno cachorro castanho	Um cachorro, que é pequeno e preto, está perseguindo um pequeno cachorro castanho	4.8	TRAIN
199	Uma mulher está andando em uma moto aquática	Uma moto aquática está sendo pilotada por uma mulher	5.0	TRAIN
200	O menino está checando um calendário	Um menino está olhando um calendário	4.8	TRAIN
201	Uma criança está espirrando água em uma piscina para crianças e outros garotos estão brincando ao fundo	Uma criança está espirrando água em uma piscina para crianças e outros meninos estão brincando ao fundo	4.9	TRAIN
202	Uma mulher está sendo carregada por um homem	Um homem está carregando uma mulher	4.9	TRAIN
203	Um homem está afiando uma faca	Um homem está afiando uma arma	4.4	TRAIN
204	O homem de chapéu para vaqueiro está andando por um mercado e está pondo uma mão no seu bolso	O homem de chapéu de vaqueiro está andando pelo mercado e está colocando uma mão no bolso	4.8	TRAIN
205	Dois cachorros estão brigando por um frisbee em um lago	Dois cachorros estão lutando por um frisbee em um lago	4.9	TRAIN
206	A pequenina menina está dirigindo o carro de brinquedo	Uma menina pequenina está dirigindo um carro de brinquedo	4.9	TRAIN
207	Uma pessoa está cortando pimentão em pedaços	A pessoa não está fatiando um dente de alho em pedaços	3.5	TRAIN
208	Um cachorro que é peludo e preto está no quintal e está carregando uma cesta em sua boca	Um cachorro que é peludo e preto está em um quintal dos fundos e está carregando uma cesta em sua boca	5.0	TRAIN
209	Um cachorro amarelo está bebendo água da torneira	A água da torneira está sendo bebida por um cachorro amarelo	4.9	TRAIN
210	Um menino está pendurando uma vara de pesca e correndo na frente de um peixe	Um menino está pendurando uma vara para pesca e correndo em frente a um peixe	5.0	TRAIN
211	Um gambá está sendo segurado por uma pessoa	Uma pessoa está segurando um gambá	5.0	TRAIN
212	Um cachorro, que é preto, e outro, que é branco, estão se encarando na rua	Um cachorro, que é preto, e um branco estão encarando um ou outro na rua	4.9	TRAIN
213	Um homem está despejando óleo dentro de uma sautese	Um homem está despejando óleo em uma frigideira	4.5	TRAIN
214	Um homem está esvaziando um recipiente feito de plástico	Um homem está esvaziando um recipiente de plástico	4.9	TRAIN
215	Um gato branco empoleirado em um pequenino armário de madeira está olhando para fora da janela	O gato está olhando para fora da janela na mesa do poleiro	3.8	TRAIN
216	Um homem está tocando teclado	Uma pessoa está tocando o teclado	4.6	TRAIN
217	Um gato está comendo milho na espiga avidamente	Um gato está comendo milho na espiga	4.6	TRAIN
218	Uma mulher está cozinhando um ovo em uma sautese	Uma mulher está preparando um ovo em uma sautese	4.7	TRAIN
219	Está nevando em dois cachorros que brincam	Dois cachorros estão brincando na neve	4.0	TRAIN
220	Um jogador de basquete está no chão da quadra e a bola está sendo agarrada por outro	Um jogador de basquete está no chão da quadra e outro está pegando a bola	4.9	TRAIN
221	Um grupo de escoteiros está caminhando pela grama	As pessoas estão andando	3.6	TRAIN
222	Um homem está dançando na estrada	Um homem está dançando	4.2	TRAIN
223	Um homem está amarrando um sapato	Um homem está amarrando o sapato	4.8	TRAIN
224	Uma cebola está sendo fatiada por uma mulher	Uma mulher está fatiando uma cebola	4.9	TRAIN
225	Alguém está fatiando um tomate	A pessoa está fatiando um vegetal	4.1	TRAIN
226	Um homem está cortando uma árvore com um machado	Uma pessoa está derrubando uma árvore com um machado	4.6	TRAIN
227	Um rio está sendo atravessado por um cachorro em uma ponte feita de uma árvore caída	Um cachorro está atravessando um rio em uma ponte feita de uma árvore caída	5.0	TRAIN
228	Uma mulher está tocando um violão elétrico	Uma mulher está tocando um violão que é elétrico	5.0	TRAIN
229	Dois cachorros estão zuando na neve	Dois cachorros estão brincando na neve	4.7	TRAIN
230	Um homem está cortando pedaços de manteiga em uma tigela de mistura	Pedaços de manteiga estão sendo adicionados à batedeira	4.0	TRAIN
231	Dois cachorros correm rapidamente pelo parque	Dois cachorros estão correndo pelo parque	4.6	TRAIN
232	O jogador de futebol americano está usando uma faixa vermelha e branca	Um jogador de futebol americano está usando a faixa vermelha e branca	4.9	TRAIN
233	Um homem está correndo estrada abaixo	Um homem está correndo	4.5	TRAIN
234	Um gato está jogando com um dispositivo	O gato está brincando com um dispositivo	5.0	TRAIN
235	Um chefe está limpando uma tigela de sopa	Uma tigela de sopa está sendo limpa por um chef	4.8	TRAIN
236	Uma mulher está picando alho	O alho está sendo cortado em cubos por uma mulher	4.8	TRAIN
237	Um homem está massageando uma mulher	Uma mulher está sendo massageada por um homem	4.9	TRAIN
238	Um homem de jaqueta vermelha está de pé perto de um caiaque amarelo em algumas pedras próximo ao oceano	Um homem está vestindo uma jaqueta vermelha e de pé ao lado de uma canoa vermelha em algumas rochas com água ao fundo	3.9	TRAIN
239	Alguns gatos estão brincando um com o outro	Os gatos estão brincando um com o outro	4.8	TRAIN
240	Alguns jogadores de futebol de vermelho e branco estão pulando e se abraçando	Os jogadores de futebol de vermelho e branco estão pulando e se abraçando	4.8	TRAIN
241	Uma menina loira está pegando ondas	Uma menina loira está surfando	4.7	TRAIN
242	Duas pessoas estão de pé no oceano e vendo o pôr do sol	Duas pessoas estão de pé no oceano e observando o pôr do sol	5.0	TRAIN
243	Uma mulher está vestindo uma touca egípcia	Uma mulher está usando um chapéu egípcio na cabeça	4.3	TRAIN
244	Uma criança está cantando e tocando um violão	Uma criança está tocando violão	4.2	TRAIN
245	Uma mulher está tocando um violão	Um violão está sendo tocado por uma mulher	4.7	TRAIN
246	Uma pessoa está realizando acrobacias em uma moto	Uma pessoa está realizando truques em uma motocicleta	4.3	TRAIN
247	Algum papel está sendo cortado	O papel está sendo cortado com tesoura	4.9	TRAIN
248	O homem está cuidadosamente alimentando uma cobra com um rato	O homem está cuidadosamente alimentando a cobra com um rato	4.8	TRAIN
249	A apresentação está sendo assistida por uma classe de estudantes	Uma sala de aula está cheia de estudantes	3.9	TRAIN
250	As pessoas estão aglomeradas ao redor de uma fogueira à noite	Várias pessoas estão reunidas em volta do fogo à noite	4.8	TRAIN
